745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
909:910=0.36412233114242554,3504=0.3484938144683838,2300=0.34698909521102905,2132=0.3329647481441498,898=0.33242616057395935,971=0.3259875178337097,1247=0.3254723846912384,1952=0.3213493525981903,3363=0.3187856376171112,1230=0.31762513518333435
2788:1080=0.37876397371292114,1136=0.37785059213638306,1278=0.36998167634010315,1079=0.335552841424942,3671=0.3252708911895752,1256=0.3233642280101776,1288=0.3222052752971649,3421=0.31343039870262146,2064=0.3120904266834259,1394=0.3036568760871887
3217:1929=0.2301781177520752,3330=0.22163178026676178,1286=0.20840871334075928,943=0.20685556530952454,1931=0.20063447952270508,941=0.19993765652179718,3546=0.1987023502588272,1103=0.1964474767446518,948=0.19611401855945587,944=0.19432683289051056
2786:3391=0.3275519013404846,2257=0.26302215456962585,2413=0.26001012325286865,3388=0.2504597008228302,1381=0.2502414882183075,2111=0.2494237720966339,2375=0.23590630292892456,2380=0.23521104454994202,2796=0.23005549609661102,2379=0.228585883975029
3820:1553=0.2852199375629425,1040=0.25669795274734497,2619=0.24576957523822784,3293=0.22296670079231262,489=0.19702380895614624,1514=0.19326265156269073,243=0.1755497008562088,1901=0.1590120941400528,1899=0.15704913437366486,3905=0.156936377286911
1228:111=0.44009050726890564,1263=0.37448641657829285,1208=0.37288910150527954,1225=0.36819735169410706,858=0.36347997188568115,1945=0.36271005868911743,1221=0.3584152162075043,1213=0.3581700325012207,923=0.35775813460350037,1084=0.35019516944885254
522:1112=0.22855064272880554,3718=0.210489884018898,1675=0.20561295747756958,1483=0.19862933456897736,3266=0.1946001648902893,1175=0.19069750607013702,29=0.18207953870296478,3539=0.17613111436367035,1594=0.17462512850761414,555=0.17437578737735748
3797:3553=0.3157705068588257,2806=0.2609705328941345,2888=0.24884195625782013,3743=0.23223741352558136,2778=0.20915649831295013,3835=0.20144493877887726,3225=0.19704699516296387,1686=0.1865028291940689,3824=0.16778500378131866,2298=0.16671188175678253
2310:2390=0.18399468064308167,3870=0.17251372337341309,2770=0.16656018793582916,2546=0.16581472754478455,3071=0.16530464589595795,477=0.16497723758220673,2501=0.16490691900253296,3848=0.16252487897872925,1120=0.16239994764328003,1621=0.16221162676811218
3794:3747=0.3198641240596771,3910=0.2930978834629059,2318=0.27230730652809143,3949=0.27209407091140747,3317=0.25008413195610046,3556=0.24916212260723114,3903=0.24384617805480957,1916=0.2412010133266449,3514=0.23400717973709106,3223=0.22715125977993011
3694:3695=0.44819286465644836,3692=0.3548154830932617,2368=0.3148021101951599,3941=0.2747003138065338,3693=0.2705218493938446,3013=0.2672562897205353,1130=0.26533329486846924,2740=0.2641405165195465,3919=0.2542905807495117,2451=0.253044068813324
2184:2176=0.31229421496391296,2206=0.3122310936450958,1086=0.304574579000473,903=0.27806293964385986,2183=0.27637436985969543,2187=0.26792460680007935,904=0.26677829027175903,906=0.265810489654541,930=0.2638738453388214,2186=0.2614300847053528
2057:609=0.21995659172534943,2052=0.20477215945720673,2077=0.20450392365455627,1017=0.2021140307188034,1015=0.19966116547584534,1013=0.19914336502552032,1018=0.19775286316871643,2471=0.19528578221797943,616=0.19356675446033478,952=0.19162553548812866
3664:3663=0.6185904741287231,3665=0.5079578757286072,3661=0.4890934228897095,3662=0.3565989136695862,3573=0.3122137188911438,3574=0.3069867193698883,3660=0.2696201205253601,3840=0.2421191781759262,2327=0.24202294647693634,1720=0.24082018435001373
2333:2908=0.34036096930503845,2336=0.33368346095085144,2599=0.3033062219619751,3176=0.3004683554172516,2997=0.29379212856292725,1635=0.2917061150074005,2858=0.2863006591796875,2395=0.2856006622314453,2390=0.2782999873161316,3160=0.2751978933811188
2615:2642=0.34743770956993103,2408=0.31603994965553284,2643=0.3116871118545532,2668=0.31030941009521484,2641=0.30263978242874146,2450=0.2941150963306427,2034=0.2925170958042145,2105=0.28652212023735046,3698=0.2807902693748474,1371=0.276811420917511
2365:2363=0.3614619970321655,2364=0.2667238116264343,2368=0.2574983239173889,1334=0.2501329779624939,2531=0.23978540301322937,2533=0.23942448198795319,2662=0.23817376792430878,674=0.2339741736650467,1388=0.23165561258792877,2532=0.2282104790210724
2364:2363=0.3388165831565857,2365=0.2667238116264343,3032=0.25814011693000793,2368=0.24479956924915314,1882=0.24437306821346283,2456=0.24356764554977417,1334=0.23953835666179657,2530=0.23949797451496124,2532=0.23566347360610962,1128=0.23409543931484222
2744:874=0.2499767690896988,823=0.22778113186359406,1675=0.21028003096580505,264=0.20008598268032074,3492=0.19505521655082703,3853=0.1932067573070526,1364=0.190476194024086,1510=0.190476194024086,2214=0.190476194024086,3229=0.190476194024086
695:2561=0.3055911958217621,1459=0.2870551645755768,1422=0.24047639966011047,1892=0.2302549183368683,422=0.2298191487789154,1620=0.2153199166059494,1092=0.21069633960723877,2267=0.2106747329235077,79=0.21047286689281464,350=0.20227199792861938
3923:3926=0.31100982427597046,3932=0.2976425886154175,3928=0.2804919183254242,3930=0.2739773690700531,3936=0.25927990674972534,2456=0.2568061351776123,2454=0.24535715579986572,3918=0.21377511322498322,2364=0.20380476117134094,3927=0.19713854789733887
3024:2525=0.34237349033355713,1128=0.3389910161495209,1130=0.33179187774658203,3021=0.32201340794563293,2459=0.31533050537109375,2656=0.3097076117992401,2868=0.3073101341724396,2901=0.30317607522010803,2668=0.2954237163066864,2553=0.294308602809906
1862:196=0.3896412253379822,2448=0.303784042596817,1762=0.2972898483276367,1690=0.2943330705165863,1603=0.2834307551383972,172=0.2776700556278229,2986=0.27506837248802185,1831=0.2750401198863983,173=0.27353137731552124,1779=0.2725553810596466
1120:1673=0.4078354239463806,778=0.3865801692008972,1682=0.36049073934555054,300=0.3591458201408386,1704=0.355124831199646,3386=0.3518587052822113,1639=0.34537267684936523,1729=0.33911266922950745,3252=0.33671239018440247,25=0.3354704678058624
471:2108=0.3698423504829407,1265=0.3551217317581177,235=0.3530542552471161,440=0.35275429487228394,1732=0.3502054810523987,3108=0.3455553948879242,2395=0.3395406901836395,1747=0.33847665786743164,1641=0.3365764617919922,3253=0.3336658179759979
3328:3481=0.26180434226989746,3783=0.2511315643787384,3317=0.24655084311962128,3160=0.242543563246727,714=0.23806798458099365,2542=0.23357218503952026,1249=0.2330210953950882,1673=0.2322155386209488,1089=0.23217670619487762,296=0.23130358755588531
2408:2642=0.36765381693840027,2407=0.34755897521972656,2471=0.34600383043289185,3388=0.3403516709804535,2643=0.33853089809417725,2011=0.3261415958404541,2615=0.31603994965553284,2054=0.3144631087779999,2717=0.3110106289386749,2450=0.3080148994922638
2986:2808=0.40096187591552734,173=0.3962286114692688,2985=0.3935144245624542,1037=0.38873010873794556,3697=0.38867467641830444,379=0.38518691062927246,519=0.38074466586112976,442=0.37583398818969727,1591=0.3705920875072479,1676=0.36844030022621155
1311:192=0.3999999761581421,2884=0.24120908975601196,3843=0.15891042351722717,3495=0.14959150552749634,3166=0.14907120168209076,833=0.14103013277053833,2923=0.1348399668931961,392=0.12977713346481323,3664=0.12943695485591888,1599=0.11979054659605026
392:67=0.3893314301967621,774=0.36273813247680664,717=0.36273813247680664,1795=0.2832508981227875,1364=0.23215240240097046,3796=0.2308451384305954,1891=0.22941572964191437,1741=0.21994228661060333,98=0.2165408581495285,3336=0.20519568026065826
2891:2295=0.21362324059009552,2395=0.19594454765319824,2759=0.1913117915391922,141=0.1904941350221634,1394=0.19031351804733276,3108=0.18361766636371613,1500=0.18085908889770508,357=0.1806126981973648,3052=0.17999248206615448,2883=0.17942704260349274
3201:1952=0.38171589374542236,3152=0.3604982793331146,2303=0.34686124324798584,1084=0.3434028923511505,3730=0.33806800842285156,2132=0.3237743675708771,923=0.3212173581123352,1244=0.31841450929641724,1252=0.31321290135383606,3359=0.3131565451622009
1241:1255=0.3063980042934418,735=0.24784953892230988,3696=0.24734683334827423,1261=0.23108044266700745,1975=0.21901023387908936,1128=0.21844373643398285,2459=0.21832792460918427,2159=0.21713264286518097,1981=0.21061034500598907,3018=0.2077970653772354
3089:2731=0.37500473856925964,3742=0.3140169680118561,923=0.30664604902267456,1251=0.30633512139320374,3134=0.2961905598640442,1237=0.29427143931388855,2732=0.2752538025379181,2351=0.2746262848377228,1212=0.2633979916572571,1945=0.2600003778934479
3350:3011=0.2745254933834076,3296=0.2476811558008194,3469=0.23794716596603394,1950=0.22733762860298157,3330=0.22524219751358032,1103=0.22103987634181976,3467=0.2105243057012558,1949=0.20560352504253387,1104=0.20494472980499268,1096=0.20452186465263367
3655:2685=0.20344606041908264,3291=0.20227834582328796,3460=0.20227834582328796,3057=0.20227834582328796,3216=0.19623883068561554,2757=0.1781131476163864,3073=0.17524397373199463,2899=0.17364977300167084,3346=0.1707697957754135,1715=0.16456563770771027
3414:974=0.2227642685174942,956=0.22178694605827332,630=0.21273282170295715,943=0.21269255876541138,1070=0.20901991426944733,1944=0.20172171294689178,3330=0.18605613708496094,3475=0.18202321231365204,925=0.1800810545682907,932=0.17911754548549652
1066:907=0.349325031042099,945=0.34763070940971375,1926=0.254952073097229,3061=0.2461685687303543,899=0.24145615100860596,947=0.2391168624162674,898=0.23702016472816467,935=0.22816656529903412,910=0.22577908635139465,905=0.22456082701683044
314:265=0.237449511885643,1094=0.22883041203022003,994=0.22438600659370422,2336=0.2235901653766632,17=0.22014887630939484,800=0.21728867292404175,2690=0.21590113639831543,515=0.21299687027931213,300=0.21206745505332947,3176=0.2084941267967224
3811:2919=0.2822887599468231,3068=0.27498793601989746,1250=0.27081599831581116,1294=0.2681620419025421,1233=0.26552581787109375,2130=0.26528844237327576,1299=0.2631666660308838,3504=0.262455552816391,1263=0.26220425963401794,2917=0.2570761442184448
959:1934=0.2338937520980835,1929=0.2292083352804184,1160=0.22521814703941345,1926=0.21928459405899048,2904=0.21802186965942383,1931=0.21793468296527863,3542=0.21651636064052582,796=0.21651636064052582,2612=0.21443450450897217,3049=0.21116049587726593
2147:2734=0.2441626340150833,2688=0.19828461110591888,2013=0.19623364508152008,2716=0.19417141377925873,2987=0.18845584988594055,2605=0.18756893277168274,2369=0.18722370266914368,2840=0.18643401563167572,2070=0.18070152401924133,3203=0.1799367219209671
1951:2565=0.3341479003429413,1035=0.3090800940990448,2941=0.30339014530181885,1028=0.29422813653945923,938=0.29407674074172974,914=0.2908112108707428,1029=0.28809651732444763,3549=0.2814546525478363,1022=0.27814003825187683,1947=0.2739178538322449
3808:3845=0.2453382909297943,3789=0.2268722951412201,3811=0.2064283937215805,3780=0.1940980851650238,3801=0.17436924576759338,3277=0.1694854348897934,3871=0.16662181913852692,3872=0.15572799742221832,1949=0.15247532725334167,1555=0.15159238874912262
3910:3949=0.35300973057746887,3747=0.31022557616233826,3794=0.2930978834629059,3897=0.27338364720344543,3317=0.26253077387809753,3893=0.25692594051361084,3915=0.2552799582481384,3911=0.24988947808742523,3822=0.23791438341140747,3783=0.2375834733247757
1421:2563=0.34340140223503113,2825=0.3237619698047638,2127=0.18428853154182434,3631=0.1714363545179367,3136=0.14346842467784882,129=0.13534538447856903,3817=0.13366881012916565,443=0.1229015588760376,1857=0.11370544135570526,3905=0.0986756682395935
3134:2731=0.3478502929210663,1248=0.32351410388946533,2732=0.3208278715610504,1237=0.31611010432243347,3742=0.31288865208625793,1260=0.30552247166633606,978=0.30423101782798767,3307=0.29838576912879944,3089=0.2961905598640442,1212=0.2960260212421417
3224:1251=0.24694989621639252,2351=0.23377305269241333,793=0.23191531002521515,2074=0.23183394968509674,3089=0.2267039716243744,1534=0.21358218789100647,3416=0.20952901244163513,1305=0.20835354924201965,3030=0.20278723537921906,154=0.2026175856590271
1251:1237=0.34315958619117737,2731=0.3315601944923401,2351=0.31509631872177124,3089=0.30633512139320374,923=0.29788827896118164,2303=0.28587430715560913,1248=0.27526354789733887,1945=0.2740662097930908,2732=0.27295780181884766,3742=0.27211833000183105
900:899=0.41316044330596924,2565=0.39827945828437805,914=0.37670406699180603,1947=0.37504881620407104,938=0.3658033311367035,2941=0.3498579263687134,901=0.3425007462501526,945=0.3297184705734253,3549=0.3242270350456238,918=0.3240773379802704
3018:2459=0.3685840666294098,2118=0.3567531704902649,3013=0.34054189920425415,1347=0.3391239643096924,2867=0.339005708694458,1350=0.3388427793979645,1130=0.3315700590610504,1321=0.33086416125297546,1128=0.32771381735801697,1982=0.3243527114391327
3816:666=0.2461700588464737,67=0.23952142894268036,1504=0.23513668775558472,1872=0.23008862137794495,874=0.22858262062072754,774=0.22316090762615204,717=0.22316090762615204,1364=0.22316090762615204,3277=0.22316090762615204,1510=0.22316090762615204
1935:1929=0.29316839575767517,3095=0.28996145725250244,1938=0.2731472849845886,3546=0.27214857935905457,2612=0.2536231577396393,943=0.24849992990493774,3475=0.24255642294883728,2398=0.2399364709854126,1103=0.23845338821411133,1939=0.23486240208148956
615:3517=0.20698361098766327,3222=0.20108969509601593,679=0.20041753351688385,1362=0.19070926308631897,3126=0.18663084506988525,2130=0.17985936999320984,1160=0.177158921957016,1131=0.17682000994682312,2239=0.1728430986404419,2238=0.16708631813526154
2583:492=0.2723671793937683,2391=0.2561131417751312,800=0.2514764368534088,1834=0.23720300197601318,1885=0.23519422113895416,164=0.23289905488491058,1711=0.22667545080184937,1732=0.22516542673110962,1094=0.2241932600736618,535=0.2235945761203766
1731:743=0.34014981985092163,355=0.282643586397171,374=0.27215468883514404,174=0.2718973457813263,267=0.2586626410484314,1503=0.24516063928604126,1461=0.24102750420570374,135=0.2395286113023758,2052=0.23769257962703705,1646=0.23648571968078613
113:375=0.2920444905757904,498=0.2712627947330475,726=0.2527015805244446,2715=0.24049991369247437,271=0.23749308288097382,1003=0.23414146900177002,1531=0.2272932529449463,1410=0.219420924782753,31=0.21851149201393127,61=0.20959949493408203
2045:3607=0.210724875330925,8=0.20903527736663818,577=0.20069098472595215,808=0.17217476665973663,2077=0.16968655586242676,484=0.16878414154052734,274=0.16857990622520447,1426=0.16685083508491516,243=0.16255919635295868,1582=0.1588219404220581
3238:3285=0.23468677699565887,2763=0.20697428286075592,2840=0.1995060294866562,3298=0.19914476573467255,2719=0.1971580535173416,3081=0.1952907294034958,3355=0.1949954628944397,3113=0.19105897843837738,2605=0.18982967734336853,3186=0.1892092525959015
3743:3453=0.3256218433380127,3225=0.2575441598892212,3797=0.23223742842674255,3616=0.23163986206054688,3454=0.2173340916633606,2244=0.19230176508426666,2623=0.1900748759508133,2572=0.17498567700386047,2978=0.1737043857574463,3597=0.1735852211713791
3316:3555=0.24837131798267365,3861=0.2425176203250885,3623=0.24135327339172363,3301=0.23383034765720367,3285=0.22899062931537628,3513=0.2266356647014618,3484=0.22480139136314392,3827=0.22473441064357758,3452=0.22329412400722504,3717=0.22173939645290375
3784:3827=0.19629278779029846,3536=0.1890372633934021,3301=0.18845219910144806,3948=0.18375541269779205,3916=0.18237043917179108,3408=0.17760007083415985,3299=0.17401465773582458,1569=0.17349258065223694,3753=0.1708032488822937,2953=0.16891729831695557
3190:3354=0.27257996797561646,3300=0.2534373700618744,3593=0.21999990940093994,3745=0.21232010424137115,3826=0.20672370493412018,1831=0.19856230914592743,3555=0.19281451404094696,3513=0.18968838453292847,1762=0.18869678676128387,3409=0.1879855841398239
3564:3754=0.17231319844722748,2415=0.15246790647506714,3908=0.15140163898468018,2016=0.1503395438194275,317=0.13319161534309387,3623=0.1325218826532364,3273=0.1323285549879074,2713=0.13056117296218872,3912=0.1294640749692917,3948=0.12870189547538757
3882:3861=0.27585819363594055,3916=0.2499493956565857,3897=0.24502523243427277,3948=0.2444954663515091,3911=0.24006523191928864,3825=0.23243270814418793,3785=0.2300601303577423,3893=0.22967596352100372,3852=0.22589761018753052,3863=0.2258695513010025
3511:212=0.22464489936828613,3177=0.20682047307491302,1887=0.19549034535884857,1115=0.19494807720184326,3321=0.19494807720184326,2584=0.19494807720184326,1852=0.19494807720184326,601=0.19494807720184326,859=0.19494807720184326,2235=0.19494807720184326
